Timestamp,Force
1202964,3183
1202974,3209
1202984,3207
1202995,3211
1203004,3222
1203014,3207
1203024,3214
1203034,3212
1203044,3216
1203054,3217
1203065,3186
1203074,3216
1203084,3218
1203094,3221
1203104,3218
1203114,3219
1203124,3223
1203134,3227
1203144,3229
1203154,3229
1203164,3229
1203174,3227
1203184,3228
1203194,3231
1203204,3232
1203214,3231
1203224,3228
1203234,3232
1203244,3233
1203254,3232
1203264,3230
1203274,3231
1203284,3233
1203294,3229
1203304,3230
1203314,3231
1203324,3231
1203334,3228
1203344,3227
1203354,3230
1203364,3229
1203374,3231
1203384,3232
1203394,3233
1203404,3233
1203414,3237
1203424,3238
1203434,3243
1203444,3239
1203454,3245
1203464,3238
1203474,3215
1203484,3234
1203494,3231
1203504,3232
1203514,3235
1203524,3235
1203534,3237
1203544,3235
1203554,3236
1203564,3233
1203574,3232
1203584,3237
1203594,3237
1203604,3238
1203614,3239
1203624,3241
1203634,3244
1203644,3247
1203654,3243
1203664,3246
1203674,3243
1203684,3245
1203694,3243
1203704,3248
1203714,3248
1203724,3245
1203734,3246
1203744,3247
1203754,3246
1203764,3248
1203774,3245
1203784,3243
1203794,3243
1203804,3244
1203814,3248
1203824,3248
1203834,3247
1203844,3247
1203854,3242
1203864,3244
1203874,3245
1203884,3218
1203894,3278
1203904,3346
1203914,3399
1203924,3440
1203934,3487
1203944,3521
1203954,3541
1203964,3547
1203974,3559
1203984,3562
1203994,3550
1204004,3530
1204014,3505
1204024,3463
1204034,3405
1204044,3332
1204054,3280
1204064,3259
1204074,3235
1204084,3227
1204094,3222
1204104,3227
1204114,3230
1204124,3233
1204134,3234
1204144,3233
1204154,3232
1204164,3226
1204174,3223
1204184,3222
1204194,3217
1204204,3216
1204214,3217
1204224,3219
1204234,3224
1204244,3227
1204254,3223
1204264,3216
1204274,3216
1204284,3216
1204294,3185
1204304,3216
1204314,3205
1204324,3199
1204334,3188
1204344,3189
1204354,3194
1204364,3199
1204374,3200
1204384,3200
1204394,3201
1204404,3199
1204414,3198
1204424,3197
1204434,3195
1204444,3184
1204454,3182
1204464,3171
1204474,3174
1204484,3170
1204494,3179
1204504,3174
1204514,3178
1204524,3183
1204534,3187
1204544,3211
1204554,3248
1204564,3286
1204574,3338
1204584,3379
1204594,3415
1204604,3467
1204614,3515
1204624,3561
1204634,3622
1204644,3647
1204654,3664
1204664,3681
1204674,3696
1204684,3712
1204694,3725
1204704,3698
1204714,3731
1204724,3721
1204734,3712
1204744,3703
1204754,3690
1204764,3675
1204774,3662
1204784,3638
1204794,3613
1204804,3574
1204814,3539
1204824,3514
1204834,3472
1204844,3446
1204854,3390
1204864,3356
1204874,3341
1204884,3341
1204894,3345
1204904,3367
1204914,3400
1204924,3456
1204934,3513
1204944,3581
1204954,3631
1204964,3664
1204975,3695
1204984,3717
1204994,3743
1205004,3762
1205014,3792
1205024,3811
1205034,3853
1205044,3890
1205054,3937
1205064,3963
1205074,3986
1205084,4000
1205094,4003
1205104,3989
1205114,3949
1205124,3904
1205134,3867
1205144,3824
1205154,3805
1205164,3803
1205174,3810
1205184,3824
1205194,3862
1205204,3903
1205214,3952
1205224,3995
1205234,4040
1205244,4075
1205254,4087
1205264,4095
1205274,4095
1205284,4095
1205294,4095
1205304,4095
1205314,4095
1205324,4080
1205334,4049
1205344,4015
1205354,3989
1205364,3962
1205374,3934
1205384,3915
1205394,3910
1205404,3921
1205414,3935
1205424,3965
1205434,3985
1205444,4005
1205454,4018
1205464,4047
1205474,4066
1205484,4085
1205494,4095
1205504,4095
1205514,4095
1205524,4095
1205534,4095
1205544,4095
1205554,4095
1205564,4095
1205574,4095
1205584,4095
1205594,4095
1205604,4095
1205614,4095
1205624,4078
1205634,4087
1205644,4076
1205654,4066
1205664,4045
1205674,4023
1205684,4004
1205694,3979
1205704,3945
1205714,3905
1205724,3870
1205734,3822
1205744,3740
1205754,3665
1205764,3600
1205774,3502
1205784,3380
1205794,3270
1205804,3157
1205814,3071
1205824,3018
1205834,3014
1205844,3018
1205854,3057
1205864,3120
1205874,3125
1205884,3159
1205894,3126
1205904,3071
1205914,3025
1205924,3017
1205934,3031
1205944,3056
1205954,3107
1205964,3146
1205974,3180
1205984,3197
1205994,3206
1206004,3206
1206014,3219
1206024,3226
1206034,3210
1206044,3227
1206054,3216
1206064,3216
1206074,3216
1206084,3383
1206094,3568
1206104,3733
1206114,3856
1206124,3939
1206134,3993
1206144,4032
1206154,4048
1206164,4066
1206175,4080
1206184,4095
1206194,4095
1206204,4095
1206214,4095
1206224,4095
1206234,4095
1206244,4095
1206254,4095
1206264,4095
1206274,4095
1206284,4095
1206294,4095
1206304,4095
1206314,4095
1206324,4095
1206334,4095
1206344,4095
1206354,4095
1206364,4095
1206374,4095
1206384,4095
1206394,4095
1206404,4095
1206414,4095
1206424,4095
1206434,4095
1206444,4095
1206454,4095
1206464,4095
1206474,4095
1206484,4095
1206494,4095
1206504,4095
1206514,4095
1206524,4095
1206534,4095
1206544,4095
1206554,4095
1206564,4095
1206574,4095
1206584,4095
1206594,4095
1206604,4095
1206614,4095
1206624,4095
1206634,4095
1206644,4095
1206654,4095
1206664,4095
1206674,4095
1206684,4095
1206694,4095
1206704,4095
1206714,4095
1206724,4095
1206734,4095
1206744,4095
1206754,4095
1206764,4095
1206774,4095
1206784,4095
1206794,4095
1206804,4095
1206814,4095
1206824,4095
1206834,4095
1206844,4095
1206854,4095
1206864,4095
1206874,4095
1206884,4095
1206894,4095
1206904,4095
1206914,4095
1206924,4095
1206934,4095
1206944,4095
1206954,4095
1206964,4095
1206974,4095
1206984,4095
1206994,4095
1207004,4095
1207014,4095
1207024,4095
1207034,4095
1207044,4095
1207054,4095
1207064,4095
1207074,4095
1207084,4095
1207094,4095
1207104,4095
1207114,4095
1207124,4095
1207134,4095
1207144,4095
1207154,4095
1207164,4095
1207174,4095
1207184,4095
1207194,4095
1207204,4095
1207214,4095
1207224,4095
1207234,4095
1207244,4095
1207254,4095
1207264,4095
1207274,4095
1207284,4095
1207294,4095
1207304,4095
1207314,4095
1207324,4095
1207334,4095
1207344,4095
1207354,4095
1207364,4095
1207374,4095
1207384,4095
1207394,4095
1207404,4095
1207414,4095
1207424,4095
1207434,4095
1207444,4095
1207454,4095
1207464,4095
1207474,4095
1207484,4095
1207494,4095
1207504,4095
1207514,4095
1207524,4095
1207534,4095
1207544,4095
1207554,4095
1207564,4095
1207574,4095
1207584,4095
1207594,4095
1207604,4095
1207614,4095
1207624,4095
1207634,4095
1207644,4095
1207654,4095
1207664,4095
1207674,4095
1207684,4095
1207694,4095
1207704,4095
1207714,4095
1207724,4095
1207734,4095
1207744,4095
1207754,4095
1207764,4095
1207774,4095
1207784,4095
1207794,4095
1207804,4095
1207814,4095
1207824,4095
1207834,4095
1207844,4095
1207854,4095
1207864,4095
1207874,4095
1207884,4095
1207894,4095
1207904,4095
1207914,4095
1207924,4095
1207934,4095
1207944,4095
1207954,4095
1207964,4095
1207974,4095
1207984,4095
1207994,4095
1208004,4095
1208014,4095
1208024,4095
1208034,4095
1208044,4095
1208054,4095
1208064,4095
1208074,4095
1208084,4095
1208094,4095
1208104,4095
1208114,4095
1208124,4095
1208134,4095
1208144,4095
1208154,4095
1208164,4095
1208174,4095
1208184,4095
1208194,4095
1208204,4095
1208214,4095
1208224,4095
1208234,4095
1208244,4095
1208254,4095
1208264,4095
1208274,4095
1208284,4095
1208294,4095
1208304,4095
1208314,4095
1208324,4095
1208334,4095
1208344,4095
1208354,4095
1208364,4095
1208374,4095
1208384,4095
1208394,4095
1208404,4095
1208414,4095
1208424,4095
1208434,4095
1208444,4095
1208454,4095
1208464,4095
1208474,4095
1208484,4095
1208494,4095
1208504,4095
1208514,4095
1208524,4095
1208534,4095
1208544,4095
1208554,4095
1208564,4095
1208574,4095
1208584,4095
1208594,4095
1208604,4095
1208614,4095
1208624,4095
1208634,4095
1208644,4095
1208654,4095
1208664,4095
1208674,4095
1208684,4095
1208694,4095
1208704,4095
1208714,4095
1208724,4095
1208734,4095
1208744,4095
1208754,4095
1208764,4095
1208774,4095
1208784,4095
1208794,4095
1208804,4095
1208814,4095
1208824,4095
1208834,4095
1208844,4095
1208854,4095
1208864,4095
1208874,4095
1208884,4095
1208894,4095
1208904,4095
1208914,4095
1208924,4095
1208934,4095
1208944,4095
1208954,4095
1208964,4095
1208974,4095
1208984,4095
1208994,4095
1209004,4095
1209014,4095
1209024,4095
1209034,4095
1209044,4095
1209054,4095
1209064,4095
1209074,4095
1209084,4095
1209094,4095
1209104,4095
1209114,4095
1209124,4095
1209134,4095
1209144,4095
1209154,4095
1209164,4095
1209174,4095
1209184,4095
1209194,4095
1209204,4095
1209214,4095
1209224,4095
1209234,4095
1209244,4095
1209254,4095
1209264,4095
1209274,4095
1209284,4095
1209294,4095
1209304,4095
1209314,4095
1209324,4095
1209334,4095
1209344,4095
1209354,4095
1209364,4095
1209374,4095
1209384,4095
1209394,4095
1209404,4095
1209414,4095
1209424,4095
1209434,4095
1209444,4095
1209454,4095
1209464,4095
1209474,4095
1209484,4095
1209494,4095
1209504,4095
1209514,4095
1209524,4095
1209534,4095
1209544,4095
1209554,4095
1209564,4095
1209574,4095
1209584,4095
1209594,4095
1209604,4095
1209614,4095
1209624,4095
1209634,4095
1209644,4095
1209654,4095
1209664,4095
1209674,4095
1209684,4095
1209694,4095
1209704,4095
1209714,4095
1209724,4095
1209734,4095
1209744,4095
1209754,4095
1209764,4095
1209774,4095
1209784,4095
1209794,4095
1209804,4095
1209814,4095
1209824,4095
1209834,4095
1209844,4095
1209854,4095
1209864,4095
1209874,4095
1209884,4095
1209894,4095
1209904,4095
1209914,4095
1209924,4095
1209934,4095
1209944,4095
1209954,4095
1209964,4095
1209974,4095
1209984,4095
1209994,4095
1210004,4095
1210014,4095
1210024,4095
1210034,4095
1210044,4095
1210054,4095
1210064,4095
1210074,4095
1210084,4095
1210094,4095
1210104,4095
1210114,4095
1210124,4095
1210134,4095
1210144,4095
1210154,4095
1210164,4095
1210174,4095
1210184,4095
1210194,4095
1210204,4095
1210214,4095
1210224,4095
1210234,4095
1210244,4095
1210254,4095
1210264,4095
1210274,4095
1210284,4095
1210294,4095
1210304,4095
1210314,4095
1210324,4095
1210335,4095
1210344,4095
1210354,4095
1210364,4095
1210374,4095
1210384,4095
1210394,4095
1210404,4095
1210414,4095
1210424,4095
1210434,4095
1210444,4095
1210454,4095
1210464,4095
1210474,4095
1210484,4095
1210494,4095
1210504,4095
1210514,4095
1210524,4095
1210534,4095
1210544,4095
1210554,4095
1210564,4095
1210574,4095
1210584,4095
1210594,4095
1210604,4095
1210614,4095
1210624,4095
1210634,4095
1210644,4095
1210654,4095
1210664,4095
1210674,4095
1210684,4095
1210694,4095
1210704,4095
1210714,4095
1210724,4095
1210734,4095
1210744,4095
1210754,4095
1210764,4095
1210774,4095
1210784,4095
1210794,4095
1210804,4095
1210814,4095
1210824,4095
1210834,4095
1210844,4095
1210854,4095
1210864,4095
1210874,4095
1210884,4095
1210894,4095
1210904,4095
1210914,4095
1210924,4095
1210934,4095
1210944,4095
1210954,4095
1210964,4095
1210974,4095
1210984,4095
1210994,4095
1211004,4095
1211014,4095
1211024,4095
1211034,4095
1211044,4095
1211054,4095
1211064,4095
1211074,4045
1211084,3922
1211094,3884
1211104,3877
1211114,3862
1211124,3845
1211134,3833
1211144,3826
1211154,3824
1211164,3825
1211174,3827
1211184,3834
1211194,3838
1211204,3835
1211214,3839
1211224,3834
1211234,3844
1211244,3854
1211254,3845
1211264,3854
1211274,3852
1211284,3861
1211294,3859
1211304,3862
1211314,3861
1211324,3863
1211334,3872
1211344,3865
1211354,3871
1211364,3877
1211374,3878
1211384,3881
1211394,3876
1211404,3882
1211414,3886
1211424,3883
1211434,3883
1211444,3884
1211454,3888
1211464,3888
1211474,3888
1211484,3889
1211494,3897
1211504,3895
1211514,3890
1211524,3891
1211534,3898
1211544,3906
1211554,3903
1211564,3885
1211574,3914
1211584,3908
1211594,3908
1211604,3915
1211614,3917
1211624,3914
1211634,3908
1211644,3905
1211654,3901
1211664,3909
1211674,3917
1211684,3917
1211694,3920
1211704,3924
1211714,3931
1211724,3931
1211734,3939
1211744,3941
1211754,3946
1211764,3960
1211774,3964
1211784,3971
1211794,3984
1211804,3986
1211814,3999
1211824,4011
1211834,4015
1211844,4020
1211854,4013
1211864,4016
1211874,4008
1211884,4029
1211894,4035
1211904,4044
1211914,4043
1211924,4048
1211934,4039
1211944,4047
1211954,4043
1211964,4048
1211974,4035
1211984,4051
1211994,4051
1212004,4049
1212014,4047
1212024,4043
1212034,4021
1212044,4016
1212054,4003
1212064,4001
1212074,4000
1212084,3997
1212094,3987
1212104,3989
1212114,3987
1212124,3982
1212134,3966
1212144,3953
1212154,4001
1212164,4093
1212174,4095
1212184,4095
1212194,4095
1212204,4095
1212214,4095
1212224,4095
1212234,4095
1212244,4095
1212254,4095
1212264,4095
1212274,4095
1212284,4095
1212294,4095
1212304,4095
1212314,4095
1212324,4095
1212334,4095
1212344,4095
1212354,4095
1212364,4095
1212374,4095
1212384,4095
1212394,4095
1212404,4095
1212414,4095
1212424,4095
1212434,4095
1212444,4095
1212454,4095
1212464,4095
1212474,4095
1212484,4095
1212494,4095
1212504,4095
1212514,4095
1212524,4095
1212534,4095
1212544,4095
1212554,4095
1212564,4095
1212574,4095
1212584,4095
1212594,4095
1212604,4095
1212614,4095
1212624,4095
1212634,4095
1212644,4095
1212654,4095
1212664,4095
1212674,4095
1212684,4095
1212694,4095
1212704,4095
1212714,4095
1212724,4095
1212734,4095
1212744,4095
1212754,4095
