timestamp_ms,timestamp_iso,sensor_id,value
1773368202125,2026-03-13T02:16:42.125Z,L01,0
1773368202125,2026-03-13T02:16:42.125Z,L02,0
1773368202125,2026-03-13T02:16:42.125Z,L03,0
1773368202125,2026-03-13T02:16:42.125Z,L04,0
1773368202125,2026-03-13T02:16:42.125Z,L05,0
1773368202125,2026-03-13T02:16:42.125Z,L06,0
1773368202125,2026-03-13T02:16:42.125Z,L07,209
1773368202125,2026-03-13T02:16:42.125Z,L08,0
1773368202125,2026-03-13T02:16:42.125Z,L09,0
1773368202125,2026-03-13T02:16:42.125Z,L10,0
1773368202125,2026-03-13T02:16:42.125Z,L11,276
1773368202125,2026-03-13T02:16:42.125Z,L12,0
1773368202125,2026-03-13T02:16:42.125Z,L13,362
1773368202125,2026-03-13T02:16:42.125Z,L14,0
1773368202125,2026-03-13T02:16:42.125Z,L15,0
1773368202125,2026-03-13T02:16:42.125Z,L16,0
1773368202125,2026-03-13T02:16:42.125Z,R01,0
1773368202125,2026-03-13T02:16:42.125Z,R02,0
1773368202125,2026-03-13T02:16:42.125Z,R03,0
1773368202125,2026-03-13T02:16:42.125Z,R04,0
1773368202125,2026-03-13T02:16:42.125Z,R05,0
1773368202125,2026-03-13T02:16:42.125Z,R06,0
1773368202125,2026-03-13T02:16:42.125Z,R07,0
1773368202125,2026-03-13T02:16:42.125Z,R08,0
1773368202125,2026-03-13T02:16:42.125Z,R09,0
1773368202125,2026-03-13T02:16:42.125Z,R10,0
1773368202125,2026-03-13T02:16:42.125Z,R11,217
1773368202125,2026-03-13T02:16:42.125Z,R12,0
1773368202125,2026-03-13T02:16:42.125Z,R13,322
1773368202125,2026-03-13T02:16:42.125Z,R14,0
1773368202125,2026-03-13T02:16:42.125Z,R15,0
1773368202125,2026-03-13T02:16:42.125Z,R16,0
1773368202242,2026-03-13T02:16:42.242Z,L01,0
1773368202242,2026-03-13T02:16:42.242Z,L02,0
1773368202242,2026-03-13T02:16:42.242Z,L03,0
1773368202242,2026-03-13T02:16:42.242Z,L04,0
1773368202242,2026-03-13T02:16:42.242Z,L05,0
1773368202242,2026-03-13T02:16:42.242Z,L06,0
1773368202242,2026-03-13T02:16:42.242Z,L07,76
1773368202242,2026-03-13T02:16:42.242Z,L08,0
1773368202242,2026-03-13T02:16:42.242Z,L09,0
1773368202242,2026-03-13T02:16:42.242Z,L10,0
1773368202242,2026-03-13T02:16:42.242Z,L11,322
1773368202242,2026-03-13T02:16:42.242Z,L12,0
1773368202242,2026-03-13T02:16:42.242Z,L13,182
1773368202242,2026-03-13T02:16:42.242Z,L14,0
1773368202242,2026-03-13T02:16:42.242Z,L15,0
1773368202242,2026-03-13T02:16:42.242Z,L16,0
1773368202242,2026-03-13T02:16:42.242Z,R01,0
1773368202242,2026-03-13T02:16:42.242Z,R02,0
1773368202242,2026-03-13T02:16:42.242Z,R03,0
1773368202242,2026-03-13T02:16:42.242Z,R04,0
1773368202242,2026-03-13T02:16:42.242Z,R05,0
1773368202242,2026-03-13T02:16:42.242Z,R06,0
1773368202242,2026-03-13T02:16:42.242Z,R07,0
1773368202242,2026-03-13T02:16:42.242Z,R08,0
1773368202242,2026-03-13T02:16:42.242Z,R09,0
1773368202242,2026-03-13T02:16:42.242Z,R10,0
1773368202242,2026-03-13T02:16:42.242Z,R11,18
1773368202242,2026-03-13T02:16:42.242Z,R12,0
1773368202242,2026-03-13T02:16:42.242Z,R13,301
1773368202242,2026-03-13T02:16:42.242Z,R14,0
1773368202242,2026-03-13T02:16:42.242Z,R15,0
1773368202242,2026-03-13T02:16:42.242Z,R16,0
1773368202364,2026-03-13T02:16:42.364Z,L01,0
1773368202364,2026-03-13T02:16:42.364Z,L02,0
1773368202364,2026-03-13T02:16:42.364Z,L03,0
1773368202364,2026-03-13T02:16:42.364Z,L04,0
1773368202364,2026-03-13T02:16:42.364Z,L05,0
1773368202364,2026-03-13T02:16:42.364Z,L06,0
1773368202364,2026-03-13T02:16:42.364Z,L07,286
1773368202364,2026-03-13T02:16:42.364Z,L08,0
1773368202364,2026-03-13T02:16:42.364Z,L09,0
1773368202364,2026-03-13T02:16:42.364Z,L10,0
1773368202364,2026-03-13T02:16:42.364Z,L11,132
1773368202364,2026-03-13T02:16:42.364Z,L12,0
1773368202364,2026-03-13T02:16:42.364Z,L13,34
1773368202364,2026-03-13T02:16:42.364Z,L14,0
1773368202364,2026-03-13T02:16:42.364Z,L15,0
1773368202364,2026-03-13T02:16:42.364Z,L16,0
1773368202364,2026-03-13T02:16:42.364Z,R01,0
1773368202364,2026-03-13T02:16:42.364Z,R02,0
1773368202364,2026-03-13T02:16:42.364Z,R03,0
1773368202364,2026-03-13T02:16:42.364Z,R04,0
1773368202364,2026-03-13T02:16:42.364Z,R05,0
1773368202364,2026-03-13T02:16:42.364Z,R06,0
1773368202364,2026-03-13T02:16:42.364Z,R07,0
1773368202364,2026-03-13T02:16:42.364Z,R08,0
1773368202364,2026-03-13T02:16:42.364Z,R09,0
1773368202364,2026-03-13T02:16:42.364Z,R10,0
1773368202364,2026-03-13T02:16:42.364Z,R11,463
1773368202364,2026-03-13T02:16:42.364Z,R12,71
1773368202364,2026-03-13T02:16:42.364Z,R13,294
