Timestamp,Force
5296404,0
5296414,0
5296424,0
5296434,0
5296444,0
5296454,0
5296464,0
5296475,0
5296484,0
5296494,0
5296504,0
5296514,0
5296524,0
5296534,0
5296544,0
5296554,0
5296564,0
5296574,0
5296584,0
5296594,0
5296604,0
5296614,0
5296624,0
5296634,0
5296644,0
5296654,0
5296664,0
5296674,0
5296684,0
5296694,0
5296704,0
5296714,0
5296724,0
5296734,0
5296744,0
5296754,0
5296764,0
5296774,0
5296784,0
5296794,0
5296804,0
5296814,0
5296824,0
5296834,0
5296844,0
5296854,0
5296864,0
5296874,0
5296884,0
5296894,0
5296904,0
5296914,0
5296924,0
5296934,0
5296944,0
5296954,0
5296964,0
5296974,0
5296984,0
5296994,0
5297004,0
5297014,0
5297024,0
5297034,0
5297044,0
5297054,0
5297064,0
5297074,0
5297084,0
5297094,0
5297104,0
5297114,0
5297124,0
5297134,0
5297144,0
5297154,0
5297164,0
5297174,0
5297184,0
5297194,0
5297204,0
5297214,0
5297224,0
5297234,0
5297244,0
5297254,0
5297264,0
5297274,0
5297284,0
5297294,0
5297304,0
5297314,0
5297324,0
5297334,0
5297344,0
5297354,0
5297364,0
5297374,0
5297384,0
5297394,0
5297404,0
5297414,0
5297424,0
5297434,0
5297444,0
5297454,0
5297464,0
5297474,0
5297484,0
5297494,0
5297504,0
5297514,0
5297524,0
5297534,0
5297544,0
5297554,0
5297564,0
5297574,0
5297584,0
5297594,0
5297604,0
5297614,0
5297624,0
5297634,0
5297644,0
5297654,0
5297664,0
5297674,0
5297684,0
5297694,0
5297704,0
5297714,0
5297724,0
5297734,0
5297744,0
5297754,0
5297764,0
5297774,0
5297784,0
5297794,0
5297804,0
5297814,0
5297824,0
5297834,0
5297844,0
5297854,0
5297864,0
5297874,0
5297884,0
5297894,0
5297904,0
5297914,0
5297924,0
5297934,0
5297944,0
5297954,0
5297964,0
5297974,0
5297984,0
5297994,0
5298004,0
5298014,0
5298024,0
5298034,0
5298044,0
5298054,0
5298064,0
5298074,0
5298084,0
5298094,0
5298104,0
5298114,0
5298124,0
5298134,0
5298144,0
5298154,0
5298164,0
5298174,0
5298184,0
5298194,0
5298204,0
5298214,0
5298224,0
5298234,3523
5298244,3402
5298254,3622
5298264,3750
5298274,3791
5298284,3786
5298294,3750
5298304,3664
5298314,3493
5298324,3069
5298334,2123
5298344,0
5298354,0
5298364,0
5298374,0
5298384,0
5298394,0
5298404,0
5298414,0
5298424,0
5298434,0
5298444,0
5298454,0
5298464,0
5298474,0
5298484,0
5298494,3974
5298504,3312
5298514,3655
5298524,3723
5298534,3742
5298544,3680
5298554,3535
5298564,3115
5298574,1974
5298584,0
5298594,0
5298604,0
5298614,0
5298624,0
5298634,0
5298644,0
5298654,0
5298664,0
5298674,0
5298684,0
5298694,0
5298704,0
5298714,0
5298724,0
5298734,3973
5298744,3200
5298754,3608
5298764,3730
5298774,3801
5298784,3838
5298794,3798
5298804,3717
5298814,3469
5298824,2953
5298834,669
5298844,0
5298854,0
5298864,0
5298874,0
5298884,0
5298894,0
5298904,0
5298914,0
5298924,0
5298934,0
5298944,0
5298954,0
5298964,0
5298974,3720
5298984,3488
5298994,3709
5299004,3801
5299014,3812
5299024,3723
5299034,3531
5299044,3222
5299054,2591
5299064,684
5299074,0
5299084,0
5299094,0
5299104,0
5299114,0
5299124,0
5299134,0
5299144,0
5299154,0
5299164,0
5299174,0
5299184,0
5299194,0
5299204,0
5299214,3748
5299224,3606
5299234,3760
5299244,3812
5299254,3815
5299264,3717
5299274,3470
5299284,3034
5299294,2193
5299304,0
5299314,0
5299324,0
5299334,0
5299344,0
5299354,0
5299364,0
