Timestamp,Force
5039364,0
5039374,0
5039385,0
5039394,0
5039404,0
5039414,0
5039424,0
5039434,0
5039444,0
5039454,0
5039464,0
5039474,0
5039484,0
5039494,0
5039504,0
5039514,0
5039524,0
5039534,0
5039544,0
5039554,0
5039564,0
5039574,0
5039584,0
5039594,0
5039604,0
5039614,0
5039624,0
5039634,0
5039644,0
5039654,0
5039664,0
5039674,0
5039684,0
5039694,0
5039704,0
5039714,0
5039724,0
5039734,0
5039744,0
5039754,0
5039764,0
5039774,0
5039784,0
5039794,0
5039804,0
5039814,0
5039824,0
5039834,0
5039844,0
5039854,0
5039864,0
5039874,0
5039884,0
5039894,0
5039904,0
5039914,0
5039924,0
5039934,0
5039944,0
5039954,0
5039964,0
5039974,0
5039984,0
5039994,0
5040004,0
5040014,0
5040024,0
5040034,0
5040044,0
5040054,0
5040064,0
5040074,0
5040084,0
5040094,0
5040104,0
5040114,0
5040124,0
5040134,0
5040144,0
5040154,0
5040164,0
5040174,0
5040184,0
5040194,0
5040204,0
5040214,0
5040224,0
5040234,0
5040244,0
5040254,0
5040264,0
5040274,0
5040284,0
5040294,0
5040304,0
5040314,0
5040324,0
5040334,0
5040344,0
5040354,0
5040364,0
5040374,0
5040384,0
5040394,0
5040404,0
5040414,0
5040424,0
5040434,0
5040444,0
5040454,0
5040464,0
5040474,0
5040484,0
5040494,0
5040504,0
5040514,0
5040524,0
5040534,0
5040544,0
5040554,0
5040564,0
5040574,0
5040584,0
5040594,0
5040604,0
5040614,0
5040624,0
5040634,0
5040644,0
5040654,0
5040664,0
5040674,0
5040684,0
5040694,0
5040704,0
5040714,0
5040724,0
5040734,0
5040744,0
5040754,0
5040764,0
5040774,3381
5040784,3649
5040794,3792
5040804,3840
5040814,3850
5040824,3792
5040834,3571
5040844,3190
5040854,2330
5040864,0
5040874,0
5040884,0
5040894,0
5040904,0
5040914,0
5040924,0
5040934,0
5040944,0
5040954,0
5040964,0
5040974,0
5040984,0
5040994,0
5041004,0
5041014,0
5041024,0
5041034,3915
5041044,3327
5041054,3695
5041064,3794
5041074,3836
5041084,3811
5041094,3777
5041104,3703
5041114,3404
5041124,2906
5041134,1263
5041144,0
5041154,0
5041164,0
5041174,0
5041184,0
5041194,0
5041204,0
5041214,0
5041224,0
5041234,0
5041244,0
5041254,0
5041264,0
5041274,0
5041284,0
5041294,0
5041304,0
5041314,3536
5041324,3887
5041334,3973
5041344,3998
5041354,4006
5041364,4021
5041374,3952
5041384,3862
5041394,3699
5041404,3252
5041414,2329
5041424,0
5041434,0
5041444,0
5041454,0
5041464,0
5041474,0
5041484,0
5041494,0
5041504,0
5041514,0
5041524,0
5041534,0
5041544,0
5041554,0
5041564,0
5041574,0
5041584,0
5041594,0
5041604,0
