Timestamp,Force
1408898,3184
1408908,3170
1408918,3126
1408928,3060
1408938,3041
1408948,3041
1408958,3083
1408968,3126
1408978,3174
1408988,3215
1408998,3258
1409008,3280
1409018,3306
1409028,3291
1409038,3223
1409048,3257
1409058,3450
1409068,3643
1409078,3727
1409088,3817
1409098,3921
1409108,4003
1409118,4006
1409128,3978
1409138,4003
1409148,4041
1409158,4095
1409168,4095
1409178,4095
1409188,4095
1409198,4095
1409208,4095
1409218,4095
1409228,4095
1409238,4095
1409248,4095
1409258,4095
1409268,4095
1409278,4095
1409288,4095
1409298,4095
1409308,4095
1409318,4095
1409328,3792
1409338,3782
1409348,3745
1409358,3568
1409368,3347
1409378,3069
1409388,2795
1409398,2213
1409408,1535
1409418,1279
1409428,1149
1409438,1006
1409448,843
1409458,834
1409468,816
1409478,809
1409488,845
1409498,815
1409508,805
1409519,782
1409528,709
1409538,671
1409548,714
1409558,699
1409568,765
1409578,851
1409588,1020
1409598,1761
1409608,2559
1409618,3023
1409628,3353
1409638,3536
1409648,3713
1409658,3843
1409668,3904
1409678,3931
1409688,3947
1409698,3949
1409708,3933
1409718,3915
1409728,3889
1409738,3866
1409748,3826
1410758,546
1410768,625
1410778,1251
1410788,2054
1410798,2716
1410808,3082
1410818,3312
1410828,3478
1430858,4095
1432868,4095
1432878,4095
1432888,4095
1432898,4095
1432908,4095
1432918,4095
1432928,4095
1432938,4095
1432948,3646
1432958,3298
1432968,3350
1432978,3361
1432988,3391
1432998,3375
1433008,3376
1433018,3376
1433028,3385
1433038,3408
1433048,3440
1433058,3472
1433068,3535
1433078,3583
1433088,3626
1433098,3634
1433108,3653
1433118,3666
1433128,3677
1433138,3679
1433148,3685
1433158,3695
1433168,3698
1433178,3705
1433188,3718
1433198,3715
1433208,3731
1433218,3741
1433228,3757
1433238,3774
1433248,3810
1433258,3826
1433268,3863
1433278,3902
1433288,3924
1433298,3945
1433308,3963
1433318,3945
1433328,3875
1435338,4095
1435348,4095
1436358,4095
1436368,4095
1436378,4095
1436388,4095
1436398,4095
1436408,4095
1436418,4095
1436428,4095
1436438,4095
1436448,4095
1436458,4095
1436468,4095
1436478,4095
1436488,4095
1436498,4095
1436508,4095
1436518,4095
1436528,4095
1436538,4095
1436548,4095
1436558,4095
1436568,4095
1436578,4095
1436588,4095
1436598,4095
1436608,4095
1436618,4095
1436628,4095
1436638,4095
1436648,4095
1436658,4095
1436668,4095
1436678,4095
1436688,4095
1436698,4095
1436708,4095
1436718,4095
1436728,4095
1436738,4095
1436748,4095
1436758,4095
1436768,4095
1436778,4095
1436788,4095
1436798,4095
1436808,4095
1436818,4095
1436828,4095
1436838,4095
1436848,4095
1436858,4095
1436868,3919
1436878,3376
1436888,3362
1436898,3415
1436908,3424
1436918,3427
1436928,3395
1436938,3391
1436948,3354
1436958,3376
1436969,3379
1436978,3414
1436989,3471
1436999,3520
1437008,3539
1437018,3583
1437028,3631
1437038,3649
1437048,3658
1437058,3674
1437068,3683
1437078,3702
1437089,3712
1437098,3712
1437108,3727
1437118,3748
1437128,3764
1437138,3782
1437148,3812
1437158,3838
1437168,3870
1437178,3891
1437188,3925
1437198,3952
1437208,3974
1437218,3989
1437229,3987
1437238,3998
1437248,3984
1437259,3975
1437268,3923
1437278,3893
1437288,4016
1437298,4095
1437308,4095
1437318,4095
1437328,4095
1437338,4095
1437348,4095
1437358,4095
1437368,4095
1437378,4095
1437388,4095
1437398,4095
1437408,4095
1437418,4095
1437428,4095
1437438,4095
1437448,4095
1437458,4095
1437468,4095
